timestamp,is_anomaly,anomaly_type,service,panel,dashboard,hierarchical_cluster
2024-01-04 04:41:43,False,normal,notification-service,Network Traffic,Infrastructure Overview,1
2024-01-06 09:48:42,False,normal,notification-service,CPU Usage,Infrastructure Overview,1
2024-01-06 02:03:25,False,normal,api-gateway,Response Time P99,Application Performance,2
2024-01-01 13:19:12,False,normal,order-service,JVM Heap Usage,JVM Metrics,0
2024-01-03 12:52:32,False,normal,notification-service,Connection Pool Usage,Database Metrics,0
2024-01-06 05:50:47,False,normal,notification-service,Request Rate,Application Performance,2
2024-01-05 12:03:30,False,normal,order-service,Request Rate,Application Performance,2
2024-01-02 00:47:45,False,normal,user-service,Response Time P95,Application Performance,2
2024-01-07 12:07:54,False,normal,product-service,Cache Hit Rate,Cache Performance,7
2024-01-04 20:37:13,False,normal,analytics-service,Memory Usage,Infrastructure Overview,0
2024-01-05 01:00:50,False,normal,notification-service,Connection Pool Usage,Database Metrics,0
2024-01-09 07:49:19,True,traffic_spike,order-service,Network Traffic,Infrastructure Overview,4
2024-01-03 05:36:55,False,normal,user-service,Error Rate,Application Performance,5
2024-01-08 09:47:29,True,cpu_spike,notification-service,CPU Usage,Infrastructure Overview,3
2024-01-03 04:31:41,False,normal,payment-service,Memory Usage,Infrastructure Overview,0
2024-01-07 08:15:53,False,normal,payment-service,Error Rate,Application Performance,5
2024-01-04 23:22:26,False,normal,analytics-service,CPU Usage,Infrastructure Overview,1
2024-01-09 03:28:32,True,high_error_rate,api-gateway,Error Rate,Application Performance,5
2024-01-05 15:39:41,False,normal,user-service,Network Traffic,Infrastructure Overview,1
2024-01-10 11:01:25,True,gc_pressure,product-service,GC Time,JVM Metrics,4
2024-01-04 17:52:50,False,normal,analytics-service,Connection Pool Usage,Database Metrics,0
2024-01-09 04:54:09,True,connection_pool_exhaustion,notification-service,Connection Pool Usage,Database Metrics,3
2024-01-10 21:46:27,True,traffic_spike,payment-service,Network Traffic,Infrastructure Overview,4
2024-01-01 07:22:42,False,normal,analytics-service,Connection Pool Usage,Database Metrics,0
2024-01-03 13:40:11,False,normal,product-service,JVM Heap Usage,JVM Metrics,6
2024-01-02 07:30:05,False,normal,analytics-service,Error Rate,Application Performance,5
2024-01-06 19:46:46,False,normal,analytics-service,Response Time P95,Application Performance,2
2024-01-07 19:19:17,False,normal,user-service,Cache Hit Rate,Cache Performance,7
2024-01-04 02:20:03,False,normal,product-service,Query Duration,Database Metrics,6
2024-01-06 07:51:42,False,normal,order-service,Request Rate,Application Performance,2
2024-01-06 02:39:21,False,normal,user-service,CPU Usage,Infrastructure Overview,1
2024-01-06 14:30:17,False,normal,order-service,CPU Usage,Infrastructure Overview,1
2024-01-09 20:49:01,True,traffic_spike,analytics-service,Network Traffic,Infrastructure Overview,4
2024-01-06 09:45:57,False,normal,analytics-service,Response Time P99,Application Performance,2
2024-01-02 02:52:43,False,normal,api-gateway,Connection Pool Usage,Database Metrics,0
2024-01-04 18:42:12,False,normal,order-service,Network Traffic,Infrastructure Overview,1
2024-01-02 12:33:56,False,normal,user-service,CPU Usage,Infrastructure Overview,1
2024-01-04 23:34:00,False,normal,api-gateway,Query Duration,Database Metrics,1
2024-01-03 21:50:37,False,normal,payment-service,Memory Usage,Infrastructure Overview,0
2024-01-07 14:44:48,False,normal,user-service,Query Duration,Database Metrics,1
2024-01-01 07:54:17,False,normal,user-service,Memory Usage,Infrastructure Overview,0
2024-01-09 08:14:40,True,high_error_rate,product-service,Error Rate,Application Performance,5
2024-01-07 07:45:06,False,normal,product-service,JVM Heap Usage,JVM Metrics,6
2024-01-05 14:58:05,False,normal,user-service,Cache Hit Rate,Cache Performance,7
2024-01-02 12:11:35,False,normal,analytics-service,GC Time,JVM Metrics,1
2024-01-05 16:04:41,False,normal,payment-service,Request Rate,Application Performance,2
2024-01-10 14:25:16,True,cache_miss_spike,payment-service,Cache Hit Rate,Cache Performance,0
2024-01-07 22:45:26,False,normal,order-service,Request Rate,Application Performance,2
2024-01-03 15:20:22,False,normal,api-gateway,Network Traffic,Infrastructure Overview,1
2024-01-08 08:39:55,True,traffic_spike,api-gateway,Network Traffic,Infrastructure Overview,4
2024-01-08 08:28:34,True,high_error_rate,api-gateway,Error Rate,Application Performance,5
2024-01-07 03:07:37,False,normal,user-service,CPU Usage,Infrastructure Overview,1
2024-01-10 06:46:41,True,slow_response,user-service,Query Duration,Database Metrics,4
2024-01-03 00:26:45,False,normal,product-service,Query Duration,Database Metrics,6
2024-01-08 17:21:58,True,slow_response,user-service,Response Time P95,Application Performance,4
2024-01-06 11:36:36,False,normal,notification-service,Response Time P95,Application Performance,2
2024-01-07 10:21:31,False,normal,notification-service,Response Time P99,Application Performance,2
2024-01-09 09:11:34,True,slow_response,user-service,Query Duration,Database Metrics,4
2024-01-06 20:11:24,False,normal,product-service,Query Duration,Database Metrics,6
2024-01-03 01:02:59,False,normal,user-service,Query Duration,Database Metrics,1
2024-01-09 21:53:41,True,gc_pressure,product-service,GC Time,JVM Metrics,4
2024-01-07 05:42:34,False,normal,order-service,Response Time P99,Application Performance,2
2024-01-08 22:00:06,True,cache_miss_spike,user-service,Cache Hit Rate,Cache Performance,0
2024-01-04 08:14:49,False,normal,payment-service,Query Duration,Database Metrics,1
2024-01-06 16:46:44,False,normal,analytics-service,Response Time P99,Application Performance,2
2024-01-01 10:40:08,False,normal,product-service,Query Duration,Database Metrics,6
2024-01-02 14:54:55,False,normal,analytics-service,CPU Usage,Infrastructure Overview,1
2024-01-02 08:44:25,False,normal,notification-service,Response Time P95,Application Performance,2
2024-01-02 00:48:34,False,normal,notification-service,Error Rate,Application Performance,5
2024-01-01 02:34:07,False,normal,api-gateway,Response Time P99,Application Performance,2
2024-01-02 19:56:20,False,normal,order-service,GC Time,JVM Metrics,1
2024-01-05 10:02:04,False,normal,api-gateway,Network Traffic,Infrastructure Overview,1
2024-01-09 21:06:09,True,high_error_rate,api-gateway,Error Rate,Application Performance,5
2024-01-04 23:32:08,False,normal,product-service,CPU Usage,Infrastructure Overview,6
2024-01-07 06:42:24,False,normal,product-service,Response Time P99,Application Performance,6
2024-01-01 09:57:10,False,normal,api-gateway,GC Time,JVM Metrics,1
2024-01-01 13:01:43,False,normal,api-gateway,Response Time P99,Application Performance,2
2024-01-01 00:19:30,False,normal,api-gateway,Error Rate,Application Performance,5
2024-01-03 22:20:50,False,normal,user-service,Query Duration,Database Metrics,1
2024-01-03 08:22:52,False,normal,payment-service,Memory Usage,Infrastructure Overview,0
2024-01-10 04:44:38,True,connection_pool_exhaustion,payment-service,Connection Pool Usage,Database Metrics,3
2024-01-07 16:18:38,False,normal,order-service,Error Rate,Application Performance,5
2024-01-01 04:47:15,False,normal,order-service,Cache Hit Rate,Cache Performance,7
2024-01-05 02:38:08,False,normal,api-gateway,Connection Pool Usage,Database Metrics,0
2024-01-10 19:54:56,True,cache_miss_spike,product-service,Cache Hit Rate,Cache Performance,0
2024-01-04 03:48:31,False,normal,product-service,GC Time,JVM Metrics,6
2024-01-02 21:59:32,False,normal,payment-service,Response Time P95,Application Performance,2
2024-01-01 03:20:35,False,normal,order-service,Error Rate,Application Performance,5
2024-01-05 00:00:46,False,normal,api-gateway,Connection Pool Usage,Database Metrics,0
2024-01-04 08:01:52,False,normal,analytics-service,CPU Usage,Infrastructure Overview,1
2024-01-05 08:49:38,False,normal,product-service,Response Time P99,Application Performance,6
2024-01-02 10:07:52,False,normal,user-service,Response Time P99,Application Performance,2
2024-01-08 09:07:25,True,memory_spike,notification-service,JVM Heap Usage,JVM Metrics,3
2024-01-09 14:29:57,True,memory_spike,order-service,JVM Heap Usage,JVM Metrics,3
2024-01-01 05:10:54,False,normal,notification-service,Memory Usage,Infrastructure Overview,0
2024-01-03 22:04:19,False,normal,analytics-service,CPU Usage,Infrastructure Overview,1
2024-01-03 20:41:53,False,normal,user-service,GC Time,JVM Metrics,1
2024-01-03 02:15:57,False,normal,notification-service,Query Duration,Database Metrics,1
2024-01-10 02:13:24,True,cache_miss_spike,product-service,Cache Hit Rate,Cache Performance,0
2024-01-03 12:38:11,False,normal,analytics-service,Network Traffic,Infrastructure Overview,1
2024-01-04 19:32:39,False,normal,api-gateway,CPU Usage,Infrastructure Overview,1
2024-01-07 00:02:42,False,normal,payment-service,Connection Pool Usage,Database Metrics,0
2024-01-05 09:01:02,False,normal,product-service,Cache Hit Rate,Cache Performance,7
2024-01-01 02:24:51,False,normal,analytics-service,Query Duration,Database Metrics,1
2024-01-07 05:18:28,False,normal,order-service,CPU Usage,Infrastructure Overview,1
2024-01-10 18:10:13,True,traffic_spike,order-service,Request Rate,Application Performance,4
2024-01-08 05:14:36,True,gc_pressure,api-gateway,GC Time,JVM Metrics,4
2024-01-06 03:04:27,False,normal,api-gateway,Cache Hit Rate,Cache Performance,7
2024-01-04 19:00:38,False,normal,user-service,Response Time P99,Application Performance,2
2024-01-06 18:45:47,False,normal,user-service,Memory Usage,Infrastructure Overview,0
2024-01-06 13:59:40,False,normal,product-service,Connection Pool Usage,Database Metrics,0
2024-01-09 07:08:58,True,cache_miss_spike,user-service,Cache Hit Rate,Cache Performance,0
2024-01-03 07:55:43,False,normal,payment-service,Query Duration,Database Metrics,1
2024-01-05 19:14:47,False,normal,order-service,Memory Usage,Infrastructure Overview,0
2024-01-02 07:45:21,False,normal,notification-service,GC Time,JVM Metrics,1
2024-01-03 21:30:27,False,normal,notification-service,Query Duration,Database Metrics,1
2024-01-02 01:52:12,False,normal,notification-service,Memory Usage,Infrastructure Overview,0
2024-01-05 10:35:10,False,normal,notification-service,JVM Heap Usage,JVM Metrics,0
2024-01-06 11:15:08,False,normal,payment-service,Network Traffic,Infrastructure Overview,1
2024-01-01 07:33:54,False,normal,product-service,Connection Pool Usage,Database Metrics,0
2024-01-05 22:02:39,False,normal,order-service,Connection Pool Usage,Database Metrics,0
2024-01-06 01:20:58,False,normal,analytics-service,CPU Usage,Infrastructure Overview,1
2024-01-03 01:28:16,False,normal,user-service,Memory Usage,Infrastructure Overview,0
2024-01-01 20:31:45,False,normal,notification-service,Network Traffic,Infrastructure Overview,1
2024-01-04 09:23:19,False,normal,notification-service,Error Rate,Application Performance,5
2024-01-04 19:48:10,False,normal,notification-service,Connection Pool Usage,Database Metrics,0
2024-01-06 11:56:03,False,normal,order-service,Connection Pool Usage,Database Metrics,0
2024-01-02 22:57:11,False,normal,analytics-service,Response Time P95,Application Performance,2
2024-01-04 00:07:01,False,normal,user-service,Query Duration,Database Metrics,1
2024-01-09 10:18:30,True,gc_pressure,notification-service,GC Time,JVM Metrics,4
2024-01-04 01:57:31,False,normal,payment-service,GC Time,JVM Metrics,1
2024-01-04 22:19:04,False,normal,order-service,Response Time P99,Application Performance,2
2024-01-08 22:36:03,True,connection_pool_exhaustion,analytics-service,Connection Pool Usage,Database Metrics,3
2024-01-04 14:57:25,False,normal,product-service,Response Time P99,Application Performance,6
2024-01-03 14:57:48,False,normal,api-gateway,Response Time P95,Application Performance,2
2024-01-02 22:21:11,False,normal,product-service,Error Rate,Application Performance,5
2024-01-08 18:16:16,True,traffic_spike,analytics-service,Request Rate,Application Performance,4
2024-01-04 21:49:37,False,normal,analytics-service,Request Rate,Application Performance,2
2024-01-05 08:52:23,False,normal,notification-service,Query Duration,Database Metrics,1
2024-01-03 16:58:48,False,normal,product-service,GC Time,JVM Metrics,6
2024-01-01 10:59:42,False,normal,notification-service,Memory Usage,Infrastructure Overview,0
2024-01-04 20:07:39,False,normal,api-gateway,Response Time P99,Application Performance,2
2024-01-06 11:01:25,False,normal,payment-service,Memory Usage,Infrastructure Overview,0
2024-01-07 23:04:40,False,normal,product-service,Response Time P99,Application Performance,6
2024-01-08 01:10:04,True,cpu_spike,product-service,CPU Usage,Infrastructure Overview,4
2024-01-01 10:56:13,False,normal,order-service,Response Time P99,Application Performance,2
2024-01-02 02:16:37,False,normal,analytics-service,Response Time P99,Application Performance,2
2024-01-03 14:40:25,False,normal,user-service,Request Rate,Application Performance,2
2024-01-05 18:02:13,False,normal,payment-service,Connection Pool Usage,Database Metrics,0
2024-01-04 20:03:37,False,normal,api-gateway,GC Time,JVM Metrics,1
2024-01-06 19:45:29,False,normal,api-gateway,CPU Usage,Infrastructure Overview,1
2024-01-01 13:56:43,False,normal,order-service,GC Time,JVM Metrics,1
2024-01-07 02:27:07,False,normal,api-gateway,CPU Usage,Infrastructure Overview,1
2024-01-03 17:58:01,False,normal,payment-service,CPU Usage,Infrastructure Overview,1
2024-01-05 03:02:14,False,normal,order-service,CPU Usage,Infrastructure Overview,1
2024-01-02 12:49:46,False,normal,order-service,GC Time,JVM Metrics,1
2024-01-04 07:24:55,False,normal,api-gateway,Connection Pool Usage,Database Metrics,0
2024-01-03 13:33:00,False,normal,notification-service,Request Rate,Application Performance,2
2024-01-04 15:17:19,False,normal,analytics-service,Request Rate,Application Performance,2
2024-01-03 15:23:37,False,normal,order-service,Cache Hit Rate,Cache Performance,7
2024-01-03 10:09:45,False,normal,analytics-service,Network Traffic,Infrastructure Overview,1
2024-01-06 14:41:46,False,normal,api-gateway,Error Rate,Application Performance,5
2024-01-10 01:40:50,True,gc_pressure,payment-service,GC Time,JVM Metrics,4
2024-01-04 05:48:29,False,normal,analytics-service,Memory Usage,Infrastructure Overview,0
2024-01-04 20:58:46,False,normal,payment-service,Response Time P99,Application Performance,2
2024-01-04 17:12:51,False,normal,payment-service,CPU Usage,Infrastructure Overview,1
2024-01-09 17:07:13,True,cpu_spike,user-service,CPU Usage,Infrastructure Overview,3
2024-01-08 19:00:07,True,memory_spike,payment-service,Memory Usage,Infrastructure Overview,3
2024-01-06 18:25:28,False,normal,notification-service,JVM Heap Usage,JVM Metrics,0
2024-01-08 02:18:27,True,gc_pressure,product-service,GC Time,JVM Metrics,4
2024-01-08 05:33:37,True,connection_pool_exhaustion,analytics-service,Connection Pool Usage,Database Metrics,3
2024-01-07 10:52:19,False,normal,product-service,Memory Usage,Infrastructure Overview,6
2024-01-02 19:55:03,False,normal,notification-service,Response Time P99,Application Performance,2
2024-01-01 20:09:24,False,normal,analytics-service,JVM Heap Usage,JVM Metrics,0
2024-01-03 16:58:05,False,normal,notification-service,Memory Usage,Infrastructure Overview,0
2024-01-04 02:52:41,False,normal,notification-service,Request Rate,Application Performance,2
2024-01-02 19:22:32,False,normal,api-gateway,Response Time P95,Application Performance,2
2024-01-06 07:25:56,False,normal,notification-service,Network Traffic,Infrastructure Overview,1
2024-01-01 02:03:45,False,normal,order-service,Response Time P99,Application Performance,2
2024-01-06 07:09:48,False,normal,order-service,Cache Hit Rate,Cache Performance,7
2024-01-01 03:18:23,False,normal,payment-service,Response Time P95,Application Performance,2
2024-01-06 14:20:32,False,normal,notification-service,Connection Pool Usage,Database Metrics,0
2024-01-03 17:27:06,False,normal,api-gateway,Query Duration,Database Metrics,1
2024-01-01 06:27:29,False,normal,api-gateway,CPU Usage,Infrastructure Overview,1
2024-01-05 04:36:48,False,normal,api-gateway,Cache Hit Rate,Cache Performance,7
2024-01-07 05:29:38,False,normal,api-gateway,Memory Usage,Infrastructure Overview,0
2024-01-03 07:51:18,False,normal,notification-service,Connection Pool Usage,Database Metrics,0
2024-01-07 16:27:47,False,normal,analytics-service,Response Time P95,Application Performance,2
2024-01-01 09:21:35,False,normal,analytics-service,Network Traffic,Infrastructure Overview,1
2024-01-06 16:51:12,False,normal,product-service,Response Time P99,Application Performance,6
2024-01-05 05:09:31,False,normal,user-service,CPU Usage,Infrastructure Overview,1
2024-01-08 19:13:42,True,traffic_spike,api-gateway,Network Traffic,Infrastructure Overview,4
2024-01-04 12:01:21,False,normal,product-service,Response Time P95,Application Performance,6
2024-01-06 01:04:09,False,normal,notification-service,CPU Usage,Infrastructure Overview,1
2024-01-01 08:22:37,False,normal,user-service,JVM Heap Usage,JVM Metrics,0
2024-01-01 12:20:36,False,normal,notification-service,Query Duration,Database Metrics,1
2024-01-02 01:27:42,False,normal,user-service,Cache Hit Rate,Cache Performance,7
2024-01-06 08:42:22,False,normal,user-service,GC Time,JVM Metrics,1
2024-01-07 09:44:55,False,normal,notification-service,Query Duration,Database Metrics,1
2024-01-09 03:48:19,True,traffic_spike,user-service,Request Rate,Application Performance,4
2024-01-10 19:06:45,True,high_error_rate,product-service,Error Rate,Application Performance,5
2024-01-02 06:03:02,False,normal,analytics-service,Response Time P99,Application Performance,2
2024-01-03 10:05:17,False,normal,product-service,JVM Heap Usage,JVM Metrics,6
2024-01-06 02:26:49,False,normal,product-service,Request Rate,Application Performance,6
2024-01-01 07:49:18,False,normal,user-service,Response Time P95,Application Performance,2
2024-01-07 08:47:58,False,normal,api-gateway,Connection Pool Usage,Database Metrics,0
2024-01-05 15:58:28,False,normal,product-service,Network Traffic,Infrastructure Overview,6
2024-01-05 00:50:56,False,normal,user-service,Connection Pool Usage,Database Metrics,0
2024-01-03 16:17:47,False,normal,user-service,Error Rate,Application Performance,5
2024-01-04 23:18:13,False,normal,notification-service,Connection Pool Usage,Database Metrics,0
2024-01-02 08:41:28,False,normal,user-service,Request Rate,Application Performance,2
2024-01-08 09:32:29,True,cpu_spike,analytics-service,CPU Usage,Infrastructure Overview,3
2024-01-07 02:42:57,False,normal,analytics-service,JVM Heap Usage,JVM Metrics,0
2024-01-02 02:51:44,False,normal,analytics-service,Query Duration,Database Metrics,1
2024-01-03 18:28:50,False,normal,api-gateway,JVM Heap Usage,JVM Metrics,0
2024-01-10 15:59:10,True,gc_pressure,payment-service,GC Time,JVM Metrics,4
2024-01-03 04:32:27,False,normal,user-service,Query Duration,Database Metrics,1
2024-01-07 20:38:52,False,normal,product-service,GC Time,JVM Metrics,6
2024-01-05 03:39:42,False,normal,api-gateway,Response Time P99,Application Performance,2
2024-01-07 21:31:22,False,normal,user-service,Response Time P99,Application Performance,2
2024-01-02 13:21:40,False,normal,product-service,Response Time P95,Application Performance,6
2024-01-07 20:45:21,False,normal,analytics-service,Connection Pool Usage,Database Metrics,0
2024-01-04 00:01:51,False,normal,notification-service,Network Traffic,Infrastructure Overview,1
2024-01-07 23:05:29,False,normal,user-service,Cache Hit Rate,Cache Performance,7
2024-01-04 01:05:40,False,normal,product-service,Cache Hit Rate,Cache Performance,7
2024-01-05 09:00:52,False,normal,user-service,Response Time P99,Application Performance,2
2024-01-06 04:07:48,False,normal,analytics-service,Response Time P99,Application Performance,2
2024-01-10 06:17:45,True,memory_spike,order-service,Memory Usage,Infrastructure Overview,3
2024-01-09 17:21:46,True,connection_pool_exhaustion,analytics-service,Connection Pool Usage,Database Metrics,3
2024-01-07 11:40:52,False,normal,notification-service,Cache Hit Rate,Cache Performance,7
2024-01-10 14:26:44,True,connection_pool_exhaustion,analytics-service,Connection Pool Usage,Database Metrics,3
2024-01-06 20:35:45,False,normal,notification-service,Memory Usage,Infrastructure Overview,0
2024-01-07 18:08:51,False,normal,product-service,Response Time P95,Application Performance,6
2024-01-09 23:31:36,True,cache_miss_spike,product-service,Cache Hit Rate,Cache Performance,0
2024-01-01 04:04:15,False,normal,api-gateway,Memory Usage,Infrastructure Overview,0
2024-01-06 23:27:34,False,normal,notification-service,Error Rate,Application Performance,5
2024-01-02 15:39:38,False,normal,api-gateway,Error Rate,Application Performance,5
2024-01-05 02:40:47,False,normal,notification-service,Connection Pool Usage,Database Metrics,0
2024-01-02 15:19:10,False,normal,order-service,Response Time P99,Application Performance,2
2024-01-10 12:18:38,True,slow_response,order-service,Query Duration,Database Metrics,4
2024-01-03 19:21:34,False,normal,api-gateway,CPU Usage,Infrastructure Overview,1
2024-01-04 19:31:40,False,normal,api-gateway,Error Rate,Application Performance,5
2024-01-10 18:33:24,True,cache_miss_spike,product-service,Cache Hit Rate,Cache Performance,0
2024-01-05 03:49:32,False,normal,order-service,Response Time P95,Application Performance,2
2024-01-07 10:23:15,False,normal,product-service,Error Rate,Application Performance,5
2024-01-09 23:24:38,True,cache_miss_spike,notification-service,Cache Hit Rate,Cache Performance,0
2024-01-08 23:29:27,True,gc_pressure,payment-service,GC Time,JVM Metrics,4
2024-01-07 14:54:30,False,normal,order-service,Response Time P95,Application Performance,2
2024-01-10 21:39:22,True,connection_pool_exhaustion,product-service,Connection Pool Usage,Database Metrics,3
2024-01-04 12:21:18,False,normal,order-service,Memory Usage,Infrastructure Overview,0
2024-01-03 20:50:09,False,normal,api-gateway,Memory Usage,Infrastructure Overview,0
2024-01-01 16:30:45,False,normal,analytics-service,Query Duration,Database Metrics,1
2024-01-04 03:01:26,False,normal,api-gateway,Cache Hit Rate,Cache Performance,7
2024-01-07 21:46:55,False,normal,order-service,GC Time,JVM Metrics,1
2024-01-09 05:20:10,True,high_error_rate,payment-service,Error Rate,Application Performance,5
2024-01-07 02:08:42,False,normal,payment-service,GC Time,JVM Metrics,1
2024-01-09 09:50:14,True,cache_miss_spike,product-service,Cache Hit Rate,Cache Performance,0
2024-01-01 21:52:02,False,normal,order-service,Connection Pool Usage,Database Metrics,0
2024-01-05 15:57:33,False,normal,payment-service,Connection Pool Usage,Database Metrics,0
2024-01-01 20:27:57,False,normal,api-gateway,Error Rate,Application Performance,5
2024-01-02 20:10:47,False,normal,order-service,Error Rate,Application Performance,5
2024-01-03 10:45:58,False,normal,product-service,CPU Usage,Infrastructure Overview,6
2024-01-07 20:10:24,False,normal,user-service,Response Time P99,Application Performance,2
2024-01-02 10:52:07,False,normal,notification-service,JVM Heap Usage,JVM Metrics,0
2024-01-02 16:49:56,False,normal,payment-service,Request Rate,Application Performance,2
2024-01-09 05:48:51,True,traffic_spike,order-service,Request Rate,Application Performance,4
2024-01-04 15:54:23,False,normal,notification-service,Response Time P99,Application Performance,2
2024-01-08 22:48:07,True,cache_miss_spike,product-service,Cache Hit Rate,Cache Performance,0
2024-01-07 09:22:39,False,normal,product-service,JVM Heap Usage,JVM Metrics,6
2024-01-09 17:02:59,True,memory_spike,order-service,JVM Heap Usage,JVM Metrics,3
2024-01-03 23:28:48,False,normal,user-service,JVM Heap Usage,JVM Metrics,0
2024-01-05 02:42:36,False,normal,product-service,Response Time P99,Application Performance,6
2024-01-01 12:25:09,False,normal,api-gateway,Error Rate,Application Performance,5
2024-01-06 02:45:15,False,normal,product-service,Error Rate,Application Performance,5
2024-01-01 02:12:05,False,normal,api-gateway,CPU Usage,Infrastructure Overview,1
2024-01-05 06:28:49,False,normal,notification-service,Response Time P99,Application Performance,2
2024-01-09 09:51:03,True,high_error_rate,order-service,Error Rate,Application Performance,5
2024-01-02 02:51:14,False,normal,notification-service,Query Duration,Database Metrics,1
2024-01-02 02:38:47,False,normal,order-service,Response Time P95,Application Performance,2
2024-01-04 19:29:18,False,normal,user-service,CPU Usage,Infrastructure Overview,1
2024-01-05 21:23:06,False,normal,notification-service,Memory Usage,Infrastructure Overview,0
2024-01-05 09:14:02,False,normal,api-gateway,Request Rate,Application Performance,2
2024-01-10 14:31:40,True,high_error_rate,api-gateway,Error Rate,Application Performance,5
2024-01-02 01:20:29,False,normal,product-service,Network Traffic,Infrastructure Overview,6
2024-01-02 12:53:40,False,normal,payment-service,Response Time P95,Application Performance,2
2024-01-03 04:37:19,False,normal,api-gateway,Request Rate,Application Performance,2
2024-01-09 15:15:14,True,connection_pool_exhaustion,api-gateway,Connection Pool Usage,Database Metrics,3
2024-01-07 05:42:22,False,normal,product-service,Query Duration,Database Metrics,6
2024-01-10 03:29:56,True,gc_pressure,api-gateway,GC Time,JVM Metrics,4
2024-01-03 10:02:06,False,normal,analytics-service,JVM Heap Usage,JVM Metrics,0
2024-01-03 07:55:31,False,normal,payment-service,Query Duration,Database Metrics,1
2024-01-07 10:15:56,False,normal,order-service,Query Duration,Database Metrics,1
2024-01-09 06:43:04,True,traffic_spike,product-service,Network Traffic,Infrastructure Overview,4
2024-01-07 18:00:01,False,normal,payment-service,GC Time,JVM Metrics,1
2024-01-08 07:59:23,True,traffic_spike,user-service,Request Rate,Application Performance,4
2024-01-03 16:18:32,False,normal,payment-service,Response Time P99,Application Performance,2
2024-01-04 19:31:00,False,normal,order-service,JVM Heap Usage,JVM Metrics,0
2024-01-06 09:07:14,False,normal,analytics-service,Response Time P95,Application Performance,2
2024-01-03 17:21:08,False,normal,user-service,Connection Pool Usage,Database Metrics,0
2024-01-04 19:06:24,False,normal,payment-service,Query Duration,Database Metrics,1
2024-01-03 19:31:16,False,normal,payment-service,Query Duration,Database Metrics,1
2024-01-01 12:37:58,False,normal,analytics-service,GC Time,JVM Metrics,1
2024-01-10 19:32:36,True,high_error_rate,product-service,Error Rate,Application Performance,5
2024-01-02 11:47:34,False,normal,payment-service,Response Time P95,Application Performance,2
2024-01-06 01:08:03,False,normal,order-service,Cache Hit Rate,Cache Performance,7
2024-01-02 05:12:33,False,normal,payment-service,Query Duration,Database Metrics,1
2024-01-06 08:39:26,False,normal,order-service,Query Duration,Database Metrics,1
2024-01-08 03:29:02,True,slow_response,user-service,Response Time P95,Application Performance,4
2024-01-09 03:58:03,True,connection_pool_exhaustion,api-gateway,Connection Pool Usage,Database Metrics,3
2024-01-03 09:14:33,False,normal,payment-service,JVM Heap Usage,JVM Metrics,0
2024-01-07 08:23:12,False,normal,payment-service,Memory Usage,Infrastructure Overview,0
2024-01-09 15:30:56,True,memory_spike,product-service,JVM Heap Usage,JVM Metrics,3
2024-01-01 20:19:09,False,normal,api-gateway,Network Traffic,Infrastructure Overview,1
2024-01-03 16:27:56,False,normal,user-service,GC Time,JVM Metrics,1
2024-01-08 12:50:01,True,cache_miss_spike,user-service,Cache Hit Rate,Cache Performance,0
2024-01-10 04:23:53,True,connection_pool_exhaustion,notification-service,Connection Pool Usage,Database Metrics,3
2024-01-10 12:01:06,True,memory_spike,analytics-service,Memory Usage,Infrastructure Overview,3
2024-01-01 15:16:03,False,normal,order-service,Connection Pool Usage,Database Metrics,0
2024-01-06 16:36:05,False,normal,product-service,Query Duration,Database Metrics,6
2024-01-09 03:46:39,True,cpu_spike,product-service,CPU Usage,Infrastructure Overview,3
2024-01-06 04:00:07,False,normal,product-service,Memory Usage,Infrastructure Overview,6
2024-01-10 11:16:38,True,memory_spike,user-service,JVM Heap Usage,JVM Metrics,3
2024-01-03 19:45:44,False,normal,api-gateway,Cache Hit Rate,Cache Performance,7
2024-01-08 15:08:54,True,memory_spike,notification-service,Memory Usage,Infrastructure Overview,3
2024-01-07 23:23:39,False,normal,analytics-service,Network Traffic,Infrastructure Overview,1
2024-01-05 20:43:34,False,normal,order-service,Memory Usage,Infrastructure Overview,0
2024-01-06 11:11:35,False,normal,notification-service,Response Time P99,Application Performance,2
2024-01-07 01:57:53,False,normal,product-service,Network Traffic,Infrastructure Overview,6
2024-01-04 16:55:37,False,normal,notification-service,Request Rate,Application Performance,2
2024-01-01 02:38:22,False,normal,order-service,Connection Pool Usage,Database Metrics,0
2024-01-06 10:35:04,False,normal,product-service,Network Traffic,Infrastructure Overview,6
2024-01-02 15:21:22,False,normal,notification-service,Network Traffic,Infrastructure Overview,1
2024-01-02 02:34:31,False,normal,payment-service,CPU Usage,Infrastructure Overview,1
2024-01-04 12:34:46,False,normal,product-service,Response Time P95,Application Performance,6
2024-01-02 07:53:35,False,normal,api-gateway,Response Time P99,Application Performance,2
2024-01-06 20:56:58,False,normal,notification-service,Cache Hit Rate,Cache Performance,7
2024-01-09 08:58:28,True,gc_pressure,user-service,GC Time,JVM Metrics,4
2024-01-04 19:31:58,False,normal,payment-service,Network Traffic,Infrastructure Overview,1
2024-01-01 22:48:15,False,normal,payment-service,CPU Usage,Infrastructure Overview,1
2024-01-03 07:24:36,False,normal,product-service,Cache Hit Rate,Cache Performance,7
2024-01-10 04:20:45,True,slow_response,order-service,Query Duration,Database Metrics,4
2024-01-08 02:42:39,True,memory_spike,user-service,JVM Heap Usage,JVM Metrics,3
